N;S1;S2;Delta
56937;11.52707;11.52694;1.132488e-05
56938;11.52709;11.52696;1.120567e-05
56939;11.5271;11.52697;1.120567e-05
56940;11.52712;11.52699;1.120567e-05
56941;11.52714;11.52701;1.120567e-05
56942;11.52715;11.52703;1.120567e-05
56943;11.52717;11.52704;1.108646e-05
56944;11.52719;11.52706;1.108646e-05
56945;11.52721;11.52708;1.108646e-05
56946;11.52722;11.5271;1.096725e-05
56947;11.52724;11.52711;1.096725e-05
56948;11.52726;11.52713;1.096725e-05
56949;11.52727;11.52715;1.096725e-05
56950;11.52729;11.52717;1.096725e-05
56951;11.52731;11.52718;1.084805e-05
56952;11.52733;11.5272;1.084805e-05
56953;11.52734;11.52722;1.072884e-05
56954;11.52736;11.52724;1.072884e-05
56955;11.52738;11.52725;1.072884e-05
56956;11.52739;11.52727;1.072884e-05
56957;11.52741;11.52729;1.072884e-05
56958;11.52743;11.52731;1.060963e-05
56959;11.52745;11.52732;1.060963e-05
56960;11.52746;11.52734;1.060963e-05
56961;11.52748;11.52736;1.049042e-05
56962;11.5275;11.52738;1.049042e-05
56963;11.52751;11.52739;1.037121e-05
56964;11.52753;11.52741;1.037121e-05
56965;11.52755;11.52743;1.037121e-05
56966;11.52757;11.52745;1.037121e-05
56967;11.52758;11.52746;1.037121e-05
56968;11.5276;11.52748;1.0252e-05
56969;11.52762;11.5275;1.0252e-05
56970;11.52763;11.52752;1.0252e-05
56971;11.52765;11.52753;1.013279e-05
56972;11.52767;11.52755;1.013279e-05
56973;11.52769;11.52757;1.013279e-05
56974;11.5277;11.52759;1.013279e-05
56975;11.52772;11.5276;1.013279e-05
56976;11.52774;11.52762;1.001358e-05
56977;11.52775;11.52764;1.001358e-05
56978;11.52777;11.52766;9.894371e-06
56979;11.52779;11.52767;9.894371e-06
56980;11.52781;11.52769;9.894371e-06
56981;11.52782;11.52771;9.894371e-06
56982;11.52784;11.52773;9.894371e-06
56983;11.52786;11.52775;9.775162e-06
56984;11.52787;11.52776;9.775162e-06
56985;11.52789;11.52778;9.775162e-06
56986;11.52791;11.5278;9.655952e-06
56987;11.52793;11.52781;9.655952e-06
56988;11.52794;11.52783;9.655952e-06
56989;11.52796;11.52785;9.655952e-06
56990;11.52798;11.52787;9.655952e-06
56991;11.528;11.52788;9.655952e-06
56992;11.52801;11.5279;9.536743e-06
56993;11.52803;11.52792;9.536743e-06
56994;11.52805;11.52794;9.417534e-06
56995;11.52806;11.52796;9.417534e-06
56996;11.52808;11.52797;9.417534e-06
56997;11.5281;11.52799;9.298325e-06
56998;11.52812;11.52801;9.298325e-06
56999;11.52813;11.52803;9.298325e-06
57000;11.52815;11.52804;9.298325e-06
57001;11.52817;11.52806;9.298325e-06
57002;11.52818;11.52808;9.179115e-06
57003;11.5282;11.5281;9.179115e-06
57004;11.52822;11.52811;9.059906e-06
57005;11.52824;11.52813;9.059906e-06
57006;11.52825;11.52815;9.059906e-06
57007;11.52827;11.52817;9.059906e-06
57008;11.52829;11.52818;9.059906e-06
57009;11.5283;11.5282;8.940697e-06
57010;11.52832;11.52822;8.940697e-06
57011;11.52834;11.52824;8.821487e-06
57012;11.52836;11.52825;8.821487e-06
57013;11.52837;11.52827;8.821487e-06
57014;11.52839;11.52829;8.821487e-06
57015;11.52841;11.52831;8.821487e-06
57016;11.52842;11.52832;8.702278e-06
57017;11.52844;11.52834;8.702278e-06
57018;11.52846;11.52836;8.702278e-06
57019;11.52848;11.52838;8.583069e-06
57020;11.52849;11.52839;8.583069e-06
57021;11.52851;11.52841;8.46386e-06
57022;11.52853;11.52843;8.46386e-06
57023;11.52854;11.52845;8.46386e-06
57024;11.52856;11.52846;8.46386e-06
57025;11.52858;11.52848;8.46386e-06
57026;11.5286;11.5285;8.34465e-06
57027;11.52861;11.52852;8.34465e-06
57028;11.52863;11.52853;8.225441e-06
57029;11.52865;11.52855;8.225441e-06
57030;11.52866;11.52857;8.225441e-06
57031;11.52868;11.52859;8.225441e-06
57032;11.5287;11.5286;8.225441e-06
57033;11.52872;11.52862;8.225441e-06
57034;11.52873;11.52864;8.106232e-06
57035;11.52875;11.52866;8.106232e-06
57036;11.52877;11.52867;8.106232e-06
57037;11.52878;11.52869;7.987022e-06
57038;11.5288;11.52871;7.987022e-06
57039;11.52882;11.52873;7.987022e-06
57040;11.52884;11.52874;7.987022e-06
57041;11.52885;11.52876;7.987022e-06
57042;11.52887;11.52878;7.987022e-06
57043;11.52889;11.5288;7.867813e-06
57044;11.5289;11.52881;7.867813e-06
57045;11.52892;11.52883;7.748604e-06
57046;11.52894;11.52885;7.748604e-06
57047;11.52896;11.52887;7.748604e-06
57048;11.52897;11.52888;7.748604e-06
57049;11.52899;11.5289;7.748604e-06
57050;11.52901;11.52892;7.629395e-06
57051;11.52903;11.52894;7.629395e-06
57052;11.52904;11.52895;7.629395e-06
57053;11.52906;11.52897;7.510185e-06
57054;11.52908;11.52899;7.510185e-06
57055;11.52909;11.52901;7.390976e-06
57056;11.52911;11.52903;7.390976e-06
57057;11.52913;11.52904;7.390976e-06
57058;11.52915;11.52906;7.390976e-06
57059;11.52916;11.52908;7.390976e-06
57060;11.52918;11.5291;7.271767e-06
57061;11.5292;11.52911;7.271767e-06
57062;11.52921;11.52913;7.271767e-06
57063;11.52923;11.52915;7.152557e-06
57064;11.52925;11.52917;7.152557e-06
57065;11.52927;11.52918;7.152557e-06
57066;11.52928;11.5292;7.152557e-06
57067;11.5293;11.52922;7.033348e-06
57068;11.52932;11.52924;7.033348e-06
57069;11.52933;11.52925;7.033348e-06
57070;11.52935;11.52927;6.914139e-06
57071;11.52937;11.52929;6.914139e-06
57072;11.52939;11.52931;6.914139e-06
57073;11.5294;11.52932;6.914139e-06
57074;11.52942;11.52934;6.914139e-06
57075;11.52944;11.52936;6.79493e-06
57076;11.52945;11.52938;6.79493e-06
57077;11.52947;11.52939;6.79493e-06
57078;11.52949;11.52941;6.67572e-06
57079;11.52951;11.52943;6.67572e-06
57080;11.52952;11.52945;6.67572e-06
57081;11.52954;11.52946;6.67572e-06
57082;11.52956;11.52948;6.67572e-06
57083;11.52957;11.5295;6.556511e-06
57084;11.52959;11.52952;6.556511e-06
57085;11.52961;11.52953;6.556511e-06
57086;11.52963;11.52955;6.437302e-06
57087;11.52964;11.52957;6.437302e-06
57088;11.52966;11.52959;6.318092e-06
57089;11.52968;11.5296;6.318092e-06
57090;11.52969;11.52962;6.318092e-06
57091;11.52971;11.52964;6.318092e-06
57092;11.52973;11.52966;6.318092e-06
57093;11.52975;11.52967;6.318092e-06
57094;11.52976;11.52969;6.198883e-06
57095;11.52978;11.52971;6.198883e-06
57096;11.5298;11.52973;6.198883e-06
57097;11.52981;11.52974;6.079674e-06
57098;11.52983;11.52976;6.079674e-06
57099;11.52985;11.52978;6.079674e-06
57100;11.52987;11.5298;6.079674e-06
57101;11.52988;11.52981;6.079674e-06
57102;11.5299;11.52983;5.960464e-06
57103;11.52992;11.52985;5.960464e-06
57104;11.52993;11.52987;5.960464e-06
57105;11.52995;11.52988;5.960464e-06
57106;11.52997;11.5299;5.841255e-06
57107;11.52999;11.52992;5.841255e-06
57108;11.53;11.52994;5.841255e-06
57109;11.53002;11.52995;5.841255e-06
57110;11.53004;11.52997;5.841255e-06
57111;11.53006;11.52999;5.722046e-06
57112;11.53007;11.53001;5.722046e-06
57113;11.53009;11.53002;5.722046e-06
57114;11.53011;11.53004;5.602837e-06
57115;11.53012;11.53006;5.602837e-06
57116;11.53014;11.53008;5.602837e-06
57117;11.53016;11.53009;5.483627e-06
57118;11.53018;11.53011;5.483627e-06
57119;11.53019;11.53013;5.483627e-06
57120;11.53021;11.53015;5.483627e-06
57121;11.53023;11.53016;5.483627e-06
57122;11.53024;11.53018;5.483627e-06
57123;11.53026;11.5302;5.364418e-06
57124;11.53028;11.53022;5.364418e-06
57125;11.5303;11.53023;5.364418e-06
57126;11.53031;11.53025;5.245209e-06
57127;11.53033;11.53027;5.245209e-06
57128;11.53035;11.53029;5.245209e-06
57129;11.53036;11.5303;5.245209e-06
57130;11.53038;11.53032;5.245209e-06
57131;11.5304;11.53034;5.125999e-06
57132;11.53042;11.53036;5.125999e-06
57133;11.53043;11.53037;5.125999e-06
57134;11.53045;11.53039;5.00679e-06
57135;11.53047;11.53041;5.00679e-06
57136;11.53048;11.53043;5.00679e-06
57137;11.5305;11.53044;5.00679e-06
57138;11.53052;11.53046;5.00679e-06
57139;11.53054;11.53048;5.00679e-06
57140;11.53055;11.5305;4.887581e-06
57141;11.53057;11.53051;4.887581e-06
57142;11.53059;11.53053;4.887581e-06
57143;11.5306;11.53055;4.768372e-06
57144;11.53062;11.53057;4.768372e-06
57145;11.53064;11.53058;4.768372e-06
57146;11.53066;11.5306;4.768372e-06
57147;11.53067;11.53062;4.768372e-06
57148;11.53069;11.53064;4.768372e-06
57149;11.53071;11.53065;4.649162e-06
57150;11.53072;11.53067;4.649162e-06
57151;11.53074;11.53069;4.649162e-06
57152;11.53076;11.53071;4.529953e-06
57153;11.53078;11.53072;4.529953e-06
57154;11.53079;11.53074;4.529953e-06
57155;11.53081;11.53076;4.410744e-06
57156;11.53083;11.53078;4.410744e-06
57157;11.53084;11.53079;4.410744e-06
57158;11.53086;11.53081;4.410744e-06
57159;11.53088;11.53083;4.410744e-06
57160;11.5309;11.53085;4.291534e-06
57161;11.53091;11.53086;4.291534e-06
57162;11.53093;11.53088;4.291534e-06
57163;11.53095;11.5309;4.172325e-06
57164;11.53096;11.53092;4.172325e-06
57165;11.53098;11.53093;4.172325e-06
57166;11.531;11.53095;4.172325e-06
57167;11.53102;11.53097;4.172325e-06
57168;11.53103;11.53099;4.172325e-06
57169;11.53105;11.531;4.053116e-06
57170;11.53107;11.53102;4.053116e-06
57171;11.53109;11.53104;4.053116e-06
57172;11.5311;11.53106;3.933907e-06
57173;11.53112;11.53107;3.933907e-06
57174;11.53114;11.53109;3.933907e-06
57175;11.53115;11.53111;3.933907e-06
57176;11.53117;11.53113;3.933907e-06
57177;11.53119;11.53114;3.933907e-06
57178;11.53121;11.53116;3.814697e-06
57179;11.53122;11.53118;3.814697e-06
57180;11.53124;11.5312;3.814697e-06
57181;11.53126;11.53121;3.695488e-06
57182;11.53127;11.53123;3.695488e-06
57183;11.53129;11.53125;3.695488e-06
57184;11.53131;11.53127;3.695488e-06
57185;11.53133;11.53128;3.695488e-06
57186;11.53134;11.5313;3.695488e-06
57187;11.53136;11.53132;3.576279e-06
57188;11.53138;11.53134;3.576279e-06
57189;11.53139;11.53135;3.457069e-06
57190;11.53141;11.53137;3.457069e-06
57191;11.53143;11.53139;3.457069e-06
57192;11.53145;11.53141;3.33786e-06
57193;11.53146;11.53142;3.33786e-06
57194;11.53148;11.53144;3.33786e-06
57195;11.5315;11.53146;3.33786e-06
57196;11.53151;11.53148;3.33786e-06
57197;11.53153;11.53149;3.218651e-06
57198;11.53155;11.53151;3.218651e-06
57199;11.53157;11.53153;3.218651e-06
57200;11.53158;11.53155;3.099442e-06
57201;11.5316;11.53156;3.099442e-06
57202;11.53162;11.53158;3.099442e-06
57203;11.53163;11.5316;3.099442e-06
57204;11.53165;11.53162;3.099442e-06
57205;11.53167;11.53163;2.980232e-06
57206;11.53169;11.53165;2.980232e-06
57207;11.5317;11.53167;2.980232e-06
57208;11.53172;11.53169;2.861023e-06
57209;11.53174;11.5317;2.861023e-06
57210;11.53175;11.53172;2.861023e-06
57211;11.53177;11.53174;2.861023e-06
57212;11.53179;11.53176;2.861023e-06
57213;11.53181;11.53177;2.861023e-06
57214;11.53182;11.53179;2.741814e-06
57215;11.53184;11.53181;2.741814e-06
57216;11.53186;11.53183;2.741814e-06
57217;11.53187;11.53184;2.622604e-06
57218;11.53189;11.53186;2.622604e-06
57219;11.53191;11.53188;2.622604e-06
57220;11.53193;11.5319;2.622604e-06
57221;11.53194;11.53191;2.622604e-06
57222;11.53196;11.53193;2.622604e-06
57223;11.53198;11.53195;2.503395e-06
57224;11.53199;11.53197;2.503395e-06
57225;11.53201;11.53198;2.503395e-06
57226;11.53203;11.532;2.384186e-06
57227;11.53205;11.53202;2.384186e-06
57228;11.53206;11.53204;2.384186e-06
57229;11.53208;11.53205;2.264977e-06
57230;11.5321;11.53207;2.264977e-06
57231;11.53211;11.53209;2.264977e-06
57232;11.53213;11.53211;2.264977e-06
57233;11.53215;11.53212;2.264977e-06
57234;11.53217;11.53214;2.264977e-06
57235;11.53218;11.53216;2.264977e-06
57236;11.5322;11.53218;2.145767e-06
57237;11.53222;11.53219;2.145767e-06
57238;11.53224;11.53221;2.145767e-06
57239;11.53225;11.53223;2.145767e-06
57240;11.53227;11.53225;2.026558e-06
57241;11.53229;11.53226;2.026558e-06
57242;11.5323;11.53228;2.026558e-06
57243;11.53232;11.5323;2.026558e-06
57244;11.53234;11.53232;2.026558e-06
57245;11.53236;11.53233;2.026558e-06
57246;11.53237;11.53235;2.026558e-06
57247;11.53239;11.53237;1.907349e-06
57248;11.53241;11.53238;1.907349e-06
57249;11.53242;11.5324;1.907349e-06
57250;11.53244;11.53242;1.788139e-06
57251;11.53246;11.53244;1.788139e-06
57252;11.53248;11.53245;1.788139e-06
57253;11.53249;11.53247;1.788139e-06
57254;11.53251;11.53249;1.788139e-06
57255;11.53253;11.53251;1.788139e-06
57256;11.53254;11.53252;1.788139e-06
57257;11.53256;11.53254;1.788139e-06
57258;11.53258;11.53256;1.66893e-06
57259;11.5326;11.53258;1.66893e-06
57260;11.53261;11.53259;1.66893e-06
57261;11.53263;11.53261;1.549721e-06
57262;11.53265;11.53263;1.549721e-06
57263;11.53266;11.53265;1.549721e-06
57264;11.53268;11.53266;1.430511e-06
57265;11.5327;11.53268;1.430511e-06
57266;11.53272;11.5327;1.430511e-06
57267;11.53273;11.53272;1.430511e-06
57268;11.53275;11.53273;1.430511e-06
57269;11.53277;11.53275;1.430511e-06
57270;11.53278;11.53277;1.430511e-06
57271;11.5328;11.53279;1.311302e-06
57272;11.53282;11.5328;1.311302e-06
57273;11.53284;11.53282;1.311302e-06
57274;11.53285;11.53284;1.192093e-06
57275;11.53287;11.53286;1.192093e-06
57276;11.53289;11.53287;1.192093e-06
57277;11.5329;11.53289;1.192093e-06
57278;11.53292;11.53291;1.192093e-06
57279;11.53294;11.53293;1.192093e-06
57280;11.53296;11.53294;1.192093e-06
57281;11.53297;11.53296;1.072884e-06
57282;11.53299;11.53298;1.072884e-06
57283;11.53301;11.533;1.072884e-06
57284;11.53302;11.53301;9.536743e-07
57285;11.53304;11.53303;9.536743e-07
57286;11.53306;11.53305;9.536743e-07
57287;11.53308;11.53306;9.536743e-07
57288;11.53309;11.53308;9.536743e-07
57289;11.53311;11.5331;9.536743e-07
57290;11.53313;11.53312;9.536743e-07
57291;11.53314;11.53314;8.34465e-07
57292;11.53316;11.53315;8.34465e-07
57293;11.53318;11.53317;8.34465e-07
57294;11.5332;11.53319;8.34465e-07
57295;11.53321;11.53321;7.152557e-07
57296;11.53323;11.53322;7.152557e-07
57297;11.53325;11.53324;7.152557e-07
57298;11.53327;11.53326;7.152557e-07
57299;11.53328;11.53327;7.152557e-07
57300;11.5333;11.53329;7.152557e-07
57301;11.53332;11.53331;7.152557e-07
57302;11.53333;11.53333;5.960464e-07
57303;11.53335;11.53334;5.960464e-07
57304;11.53337;11.53336;5.960464e-07
57305;11.53339;11.53338;4.768372e-07
57306;11.5334;11.5334;4.768372e-07
57307;11.53342;11.53341;4.768372e-07
57308;11.53344;11.53343;3.576279e-07
57309;11.53345;11.53345;3.576279e-07
57310;11.53347;11.53347;3.576279e-07
57311;11.53349;11.53348;3.576279e-07
57312;11.53351;11.5335;3.576279e-07
57313;11.53352;11.53352;3.576279e-07
57314;11.53354;11.53354;2.384186e-07
57315;11.53356;11.53355;2.384186e-07
57316;11.53357;11.53357;2.384186e-07
57317;11.53359;11.53359;1.192093e-07
57318;11.53361;11.53361;1.192093e-07
57319;11.53363;11.53362;1.192093e-07
57320;11.53364;11.53364;1.192093e-07
57321;11.53366;11.53366;1.192093e-07
57322;11.53368;11.53368;1.192093e-07
57323;11.53369;11.53369;0
57324;11.53371;11.53371;0
57325;11.53373;11.53373;0
57326;11.53375;11.53375;5.960464e-08
57327;11.53376;11.53376;5.960464e-08
57328;11.53378;11.53378;5.960464e-08
57329;11.5338;11.5338;1.788139e-07
57330;11.53381;11.53382;1.788139e-07
57331;11.53383;11.53383;1.788139e-07
57332;11.53385;11.53385;2.384186e-07
57333;11.53387;11.53387;2.384186e-07
57334;11.53388;11.53389;2.384186e-07
57335;11.5339;11.5339;3.576279e-07
57336;11.53392;11.53392;3.576279e-07
57337;11.53393;11.53394;3.576279e-07
57338;11.53395;11.53396;3.576279e-07
57339;11.53397;11.53397;4.172325e-07
57340;11.53399;11.53399;4.172325e-07
57341;11.534;11.53401;4.172325e-07
57342;11.53402;11.53403;4.768372e-07
57343;11.53404;11.53404;4.768372e-07
57344;11.53405;11.53406;4.768372e-07
57345;11.53407;11.53408;4.768372e-07
57346;11.53409;11.5341;5.960464e-07
57347;11.53411;11.53411;5.960464e-07
57348;11.53412;11.53413;5.960464e-07
57349;11.53414;11.53415;5.960464e-07
57350;11.53416;11.53417;6.556511e-07
57351;11.53417;11.53418;6.556511e-07
57352;11.53419;11.5342;6.556511e-07
57353;11.53421;11.53422;6.556511e-07
57354;11.53423;11.53424;7.152557e-07
57355;11.53424;11.53425;7.152557e-07
57356;11.53426;11.53427;7.152557e-07
57357;11.53428;11.53429;7.152557e-07
57358;11.5343;11.5343;8.34465e-07
57359;11.53431;11.53432;8.34465e-07
57360;11.53433;11.53434;8.34465e-07
57361;11.53435;11.53436;8.34465e-07
57362;11.53436;11.53437;8.940697e-07
57363;11.53438;11.53439;8.940697e-07
57364;11.5344;11.53441;8.940697e-07
57365;11.53442;11.53443;1.013279e-06
57366;11.53443;11.53444;1.013279e-06
57367;11.53445;11.53446;1.013279e-06
57368;11.53447;11.53448;1.013279e-06
57369;11.53448;11.5345;1.072884e-06
57370;11.5345;11.53451;1.072884e-06
57371;11.53452;11.53453;1.072884e-06
57372;11.53454;11.53455;1.072884e-06
57373;11.53455;11.53457;1.132488e-06
57374;11.53457;11.53458;1.132488e-06
57375;11.53459;11.5346;1.132488e-06
57376;11.5346;11.53462;1.132488e-06
57377;11.53462;11.53464;1.251698e-06
57378;11.53464;11.53465;1.251698e-06
57379;11.53466;11.53467;1.251698e-06
57380;11.53467;11.53469;1.251698e-06
57381;11.53469;11.53471;1.311302e-06
57382;11.53471;11.53472;1.311302e-06
57383;11.53472;11.53474;1.311302e-06
57384;11.53474;11.53476;1.311302e-06
57385;11.53476;11.53477;1.430511e-06
57386;11.53478;11.53479;1.430511e-06
57387;11.53479;11.53481;1.430511e-06
57388;11.53481;11.53483;1.430511e-06
57389;11.53483;11.53484;1.490116e-06
57390;11.53484;11.53486;1.490116e-06
57391;11.53486;11.53488;1.490116e-06
57392;11.53488;11.5349;1.490116e-06
57393;11.5349;11.53491;1.549721e-06
57394;11.53491;11.53493;1.549721e-06
57395;11.53493;11.53495;1.549721e-06
57396;11.53495;11.53497;1.549721e-06
57397;11.53496;11.53498;1.66893e-06
57398;11.53498;11.535;1.66893e-06
57399;11.535;11.53502;1.66893e-06
57400;11.53502;11.53504;1.66893e-06
57401;11.53503;11.53505;1.728535e-06
57402;11.53505;11.53507;1.728535e-06
57403;11.53507;11.53509;1.728535e-06
57404;11.53508;11.53511;1.847744e-06
57405;11.5351;11.53512;1.847744e-06
57406;11.53512;11.53514;1.847744e-06
57407;11.53514;11.53516;1.847744e-06
57408;11.53515;11.53518;1.907349e-06
57409;11.53517;11.53519;1.907349e-06
57410;11.53519;11.53521;1.907349e-06
57411;11.5352;11.53523;1.907349e-06
57412;11.53522;11.53524;1.907349e-06
57413;11.53524;11.53526;1.966953e-06
57414;11.53526;11.53528;1.966953e-06
57415;11.53527;11.5353;1.966953e-06
57416;11.53529;11.53531;1.966953e-06
57417;11.53531;11.53533;2.086163e-06
57418;11.53533;11.53535;2.086163e-06
57419;11.53534;11.53537;2.086163e-06
57420;11.53536;11.53538;2.145767e-06
57421;11.53538;11.5354;2.145767e-06
57422;11.53539;11.53542;2.145767e-06
57423;11.53541;11.53544;2.145767e-06
57424;11.53543;11.53545;2.205372e-06
57425;11.53545;11.53547;2.205372e-06
57426;11.53546;11.53549;2.205372e-06
57427;11.53548;11.53551;2.324581e-06
57428;11.5355;11.53552;2.324581e-06
57429;11.53551;11.53554;2.324581e-06
57430;11.53553;11.53556;2.324581e-06
57431;11.53555;11.53558;2.384186e-06
57432;11.53557;11.53559;2.384186e-06
57433;11.53558;11.53561;2.384186e-06
57434;11.5356;11.53563;2.503395e-06
57435;11.53562;11.53565;2.503395e-06
57436;11.53563;11.53566;2.503395e-06
57437;11.53565;11.53568;2.503395e-06
57438;11.53567;11.5357;2.563e-06
57439;11.53569;11.53572;2.563e-06
57440;11.5357;11.53573;2.563e-06
57441;11.53572;11.53575;2.622604e-06
57442;11.53574;11.53577;2.622604e-06
57443;11.53575;11.53578;2.622604e-06
57444;11.53577;11.5358;2.622604e-06
57445;11.53579;11.53582;2.741814e-06
57446;11.53581;11.53584;2.741814e-06
57447;11.53582;11.53585;2.741814e-06
57448;11.53584;11.53587;2.801418e-06
57449;11.53586;11.53589;2.801418e-06
57450;11.53587;11.53591;2.801418e-06
57451;11.53589;11.53592;2.801418e-06
57452;11.53591;11.53594;2.801418e-06
57453;11.53593;11.53596;2.920628e-06
57454;11.53594;11.53598;2.920628e-06
57455;11.53596;11.53599;2.920628e-06
57456;11.53598;11.53601;2.920628e-06
57457;11.53599;11.53603;2.980232e-06
57458;11.53601;11.53605;2.980232e-06
57459;11.53603;11.53606;2.980232e-06
57460;11.53605;11.53608;2.980232e-06
57461;11.53606;11.5361;2.980232e-06
57462;11.53608;11.53612;3.039837e-06
57463;11.5361;11.53613;3.039837e-06
57464;11.53611;11.53615;3.039837e-06
57465;11.53613;11.53617;3.039837e-06
57466;11.53615;11.53618;3.039837e-06
57467;11.53617;11.5362;3.159046e-06
57468;11.53618;11.53622;3.159046e-06
57469;11.5362;11.53624;3.159046e-06
57470;11.53622;11.53625;3.159046e-06
57471;11.53623;11.53627;3.159046e-06
57472;11.53625;11.53629;3.218651e-06
57473;11.53627;11.53631;3.218651e-06
57474;11.53629;11.53632;3.218651e-06
57475;11.5363;11.53634;3.218651e-06
57476;11.53632;11.53636;3.278255e-06
57477;11.53634;11.53638;3.278255e-06
57478;11.53636;11.53639;3.278255e-06
57479;11.53637;11.53641;3.397465e-06
57480;11.53639;11.53643;3.397465e-06
57481;11.53641;11.53645;3.397465e-06
57482;11.53642;11.53646;3.397465e-06
57483;11.53644;11.53648;3.457069e-06
57484;11.53646;11.5365;3.457069e-06
57485;11.53648;11.53652;3.457069e-06
57486;11.53649;11.53653;3.457069e-06
57487;11.53651;11.53655;3.576279e-06
57488;11.53653;11.53657;3.576279e-06
57489;11.53654;11.53658;3.576279e-06
57490;11.53656;11.5366;3.635883e-06
57491;11.53658;11.53662;3.635883e-06
57492;11.5366;11.53664;3.635883e-06
57493;11.53661;11.53665;3.635883e-06
57494;11.53663;11.53667;3.695488e-06
57495;11.53665;11.53669;3.695488e-06
57496;11.53666;11.53671;3.695488e-06
57497;11.53668;11.53672;3.695488e-06
57498;11.5367;11.53674;3.695488e-06
57499;11.53672;11.53676;3.814697e-06
57500;11.53673;11.53678;3.814697e-06
57501;11.53675;11.53679;3.814697e-06
57502;11.53677;11.53681;3.814697e-06
57503;11.53678;11.53683;3.874302e-06
57504;11.5368;11.53685;3.874302e-06
57505;11.53682;11.53686;3.874302e-06
57506;11.53684;11.53688;3.874302e-06
57507;11.53685;11.5369;3.993511e-06
57508;11.53687;11.53692;3.993511e-06
57509;11.53689;11.53693;3.993511e-06
57510;11.5369;11.53695;3.993511e-06
57511;11.53692;11.53697;4.053116e-06
57512;11.53694;11.53699;4.053116e-06
57513;11.53696;11.537;4.053116e-06
57514;11.53697;11.53702;4.053116e-06
57515;11.53699;11.53704;4.053116e-06
57516;11.53701;11.53706;4.11272e-06
57517;11.53702;11.53707;4.11272e-06
57518;11.53704;11.53709;4.11272e-06
57519;11.53706;11.53711;4.11272e-06
57520;11.53708;11.53712;4.23193e-06
57521;11.53709;11.53714;4.23193e-06
57522;11.53711;11.53716;4.23193e-06
57523;11.53713;11.53718;4.23193e-06
57524;11.53714;11.53719;4.23193e-06
57525;11.53716;11.53721;4.291534e-06
57526;11.53718;11.53723;4.291534e-06
57527;11.5372;11.53725;4.291534e-06
57528;11.53721;11.53726;4.291534e-06
57529;11.53723;11.53728;4.410744e-06
57530;11.53725;11.5373;4.410744e-06
57531;11.53726;11.53732;4.410744e-06
57532;11.53728;11.53733;4.410744e-06
57533;11.5373;11.53735;4.410744e-06
57534;11.53732;11.53737;4.470348e-06
57535;11.53733;11.53738;4.470348e-06
57536;11.53735;11.5374;4.470348e-06
57537;11.53737;11.53742;4.470348e-06
57538;11.53738;11.53744;4.529953e-06
57539;11.5374;11.53745;4.529953e-06
57540;11.53742;11.53747;4.529953e-06
57541;11.53744;11.53749;4.529953e-06
57542;11.53745;11.53751;4.649162e-06
57543;11.53747;11.53752;4.649162e-06
57544;11.53749;11.53754;4.649162e-06
57545;11.53751;11.53756;4.649162e-06
57546;11.53752;11.53758;4.708767e-06
57547;11.53754;11.53759;4.708767e-06
57548;11.53756;11.53761;4.708767e-06
57549;11.53757;11.53763;4.708767e-06
57550;11.53759;11.53765;4.768372e-06
57551;11.53761;11.53766;4.768372e-06
57552;11.53763;11.53768;4.768372e-06
57553;11.53764;11.5377;4.768372e-06
57554;11.53766;11.53772;4.887581e-06
57555;11.53768;11.53773;4.887581e-06
57556;11.53769;11.53775;4.887581e-06
57557;11.53771;11.53777;4.887581e-06
57558;11.53773;11.53778;4.887581e-06
57559;11.53775;11.5378;4.947186e-06
57560;11.53776;11.53782;4.947186e-06
57561;11.53778;11.53784;4.947186e-06
57562;11.5378;11.53785;4.947186e-06
57563;11.53781;11.53787;5.066395e-06
57564;11.53783;11.53789;5.066395e-06
57565;11.53785;11.53791;5.066395e-06
57566;11.53787;11.53792;5.066395e-06
57567;11.53788;11.53794;5.066395e-06
57568;11.5379;11.53796;5.125999e-06
57569;11.53792;11.53798;5.125999e-06
57570;11.53793;11.53799;5.125999e-06
57571;11.53795;11.53801;5.125999e-06
57572;11.53797;11.53803;5.125999e-06
57573;11.53799;11.53804;5.125999e-06
57574;11.538;11.53806;5.185604e-06
57575;11.53802;11.53808;5.185604e-06
57576;11.53804;11.5381;5.185604e-06
57577;11.53805;11.53811;5.185604e-06
57578;11.53807;11.53813;5.185604e-06
57579;11.53809;11.53815;5.185604e-06
57580;11.53811;11.53817;5.304813e-06
57581;11.53812;11.53818;5.304813e-06
57582;11.53814;11.5382;5.304813e-06
57583;11.53816;11.53822;5.304813e-06
57584;11.53817;11.53824;5.304813e-06
57585;11.53819;11.53825;5.364418e-06
57586;11.53821;11.53827;5.364418e-06
57587;11.53823;11.53829;5.364418e-06
57588;11.53824;11.53831;5.364418e-06
57589;11.53826;11.53832;5.364418e-06
57590;11.53828;11.53834;5.483627e-06
57591;11.53829;11.53836;5.483627e-06
57592;11.53831;11.53837;5.483627e-06
57593;11.53833;11.53839;5.483627e-06
57594;11.53835;11.53841;5.483627e-06
57595;11.53836;11.53843;5.483627e-06
57596;11.53838;11.53844;5.543232e-06
57597;11.5384;11.53846;5.543232e-06
57598;11.53841;11.53848;5.543232e-06
57599;11.53843;11.5385;5.543232e-06
57600;11.53845;11.53851;5.543232e-06
57601;11.53847;11.53853;5.602837e-06
57602;11.53848;11.53855;5.602837e-06
57603;11.5385;11.53857;5.602837e-06
