N;S1;S2;Delta
732;7.173683;7.173679;4.768372e-07
733;7.175047;7.175043;4.768372e-07
734;7.176409;7.176405;4.768372e-07
735;7.17777;7.177766;4.768372e-07
736;7.179128;7.179125;4.768372e-07
737;7.180485;7.180481;4.768372e-07
738;7.18184;7.181837;4.768372e-07
739;7.183194;7.18319;4.768372e-07
740;7.184545;7.184541;4.768372e-07
741;7.185894;7.185891;4.768372e-07
742;7.187242;7.187238;4.768372e-07
743;7.188588;7.188584;4.768372e-07
744;7.189932;7.189928;5.960464e-07
745;7.191275;7.19127;5.960464e-07
746;7.192615;7.192611;4.768372e-07
747;7.193954;7.19395;4.768372e-07
748;7.195291;7.195287;4.768372e-07
749;7.196626;7.196622;4.768372e-07
750;7.197959;7.197955;4.768372e-07
751;7.19929;7.199287;4.768372e-07
752;7.20062;7.200616;4.768372e-07
753;7.201948;7.201944;4.768372e-07
754;7.203274;7.203271;4.768372e-07
755;7.204599;7.204595;4.768372e-07
756;7.205922;7.205918;4.768372e-07
757;7.207242;7.207239;4.768372e-07
758;7.208562;7.208559;4.768372e-07
759;7.209879;7.209876;4.768372e-07
760;7.211195;7.211192;4.768372e-07
761;7.212509;7.212506;4.768372e-07
762;7.213821;7.213818;4.768372e-07
763;7.215132;7.215129;4.768372e-07
764;7.216441;7.216438;4.768372e-07
765;7.217748;7.217745;4.768372e-07
766;7.219054;7.21905;4.768372e-07
767;7.220357;7.220354;4.768372e-07
768;7.22166;7.221656;4.768372e-07
769;7.22296;7.222957;4.768372e-07
770;7.224259;7.224255;4.768372e-07
771;7.225556;7.225552;4.768372e-07
772;7.226851;7.226848;4.768372e-07
773;7.228145;7.228141;4.768372e-07
774;7.229437;7.229433;4.768372e-07
775;7.230727;7.230723;4.768372e-07
776;7.232016;7.232012;4.768372e-07
777;7.233303;7.233299;4.768372e-07
778;7.234589;7.234584;5.960464e-07
779;7.235872;7.235868;5.960464e-07
780;7.237154;7.23715;5.960464e-07
781;7.238435;7.238431;5.960464e-07
782;7.239714;7.239709;5.960464e-07
783;7.240991;7.240987;4.768372e-07
784;7.242266;7.242262;5.960464e-07
785;7.24354;7.243536;5.960464e-07
786;7.244812;7.244808;5.960464e-07
787;7.246083;7.246079;5.960464e-07
788;7.247352;7.247348;5.960464e-07
789;7.24862;7.248615;5.960464e-07
790;7.249886;7.249881;5.960464e-07
791;7.25115;7.251145;5.960464e-07
792;7.252412;7.252409;4.768372e-07
793;7.253674;7.253669;5.960464e-07
794;7.254933;7.254929;4.768372e-07
795;7.256191;7.256187;4.768372e-07
796;7.257447;7.257443;5.960464e-07
797;7.258702;7.258698;5.960464e-07
798;7.259955;7.259951;5.960464e-07
799;7.261207;7.261202;5.960464e-07
800;7.262456;7.262453;4.768372e-07
801;7.263705;7.263701;4.768372e-07
802;7.264952;7.264947;5.960464e-07
803;7.266197;7.266193;5.960464e-07
804;7.267441;7.267437;5.960464e-07
805;7.268683;7.268679;4.768372e-07
806;7.269924;7.26992;4.768372e-07
807;7.271163;7.271159;5.960464e-07
808;7.2724;7.272397;4.768372e-07
809;7.273636;7.273633;4.768372e-07
810;7.274871;7.274867;4.768372e-07
811;7.276104;7.2761;4.768372e-07
812;7.277336;7.277332;4.768372e-07
813;7.278566;7.278562;4.768372e-07
814;7.279794;7.27979;4.768372e-07
815;7.281021;7.281017;4.768372e-07
816;7.282247;7.282243;4.768372e-07
817;7.283471;7.283467;4.768372e-07
818;7.284693;7.284689;4.768372e-07
819;7.285914;7.285911;4.768372e-07
820;7.287134;7.28713;5.960464e-07
821;7.288352;7.288348;4.768372e-07
822;7.289568;7.289565;4.768372e-07
823;7.290783;7.29078;4.768372e-07
824;7.291997;7.291993;4.768372e-07
825;7.293209;7.293205;4.768372e-07
826;7.29442;7.294416;4.768372e-07
827;7.295629;7.295625;4.768372e-07
828;7.296837;7.296833;4.768372e-07
829;7.298043;7.298039;5.960464e-07
830;7.299248;7.299244;5.960464e-07
831;7.300452;7.300447;5.960464e-07
832;7.301654;7.30165;5.960464e-07
833;7.302855;7.30285;5.960464e-07
834;7.304054;7.304049;5.960464e-07
835;7.305252;7.305246;7.152557e-07
836;7.306448;7.306443;7.152557e-07
837;7.307643;7.307637;8.34465e-07
838;7.308836;7.308831;8.34465e-07
839;7.310029;7.310023;8.34465e-07
840;7.311219;7.311213;8.34465e-07
841;7.312408;7.312402;8.34465e-07
842;7.313596;7.31359;8.34465e-07
843;7.314783;7.314776;8.34465e-07
844;7.315968;7.315961;8.34465e-07
845;7.317151;7.317144;9.536743e-07
846;7.318333;7.318326;9.536743e-07
847;7.319514;7.319507;9.536743e-07
848;7.320693;7.320686;9.536743e-07
849;7.321871;7.321864;9.536743e-07
850;7.323047;7.323041;8.34465e-07
851;7.324222;7.324216;8.34465e-07
852;7.325396;7.32539;8.34465e-07
853;7.326568;7.326562;8.34465e-07
854;7.327739;7.327733;9.536743e-07
855;7.328909;7.328902;9.536743e-07
856;7.330077;7.33007;9.536743e-07
857;7.331244;7.331237;9.536743e-07
858;7.332409;7.332403;8.34465e-07
859;7.333573;7.333567;9.536743e-07
860;7.334736;7.33473;9.536743e-07
861;7.335898;7.335891;9.536743e-07
862;7.337058;7.337051;9.536743e-07
863;7.338217;7.33821;9.536743e-07
864;7.339374;7.339367;9.536743e-07
865;7.34053;7.340524;8.34465e-07
866;7.341685;7.341678;9.536743e-07
867;7.342838;7.342832;9.536743e-07
868;7.34399;7.343984;9.536743e-07
869;7.345141;7.345135;8.34465e-07
870;7.346291;7.346284;9.536743e-07
871;7.347439;7.347432;9.536743e-07
872;7.348586;7.348578;9.536743e-07
873;7.349731;7.349724;9.536743e-07
874;7.350875;7.350868;9.536743e-07
875;7.352018;7.352011;9.536743e-07
876;7.353159;7.353153;9.536743e-07
877;7.3543;7.354293;9.536743e-07
878;7.355439;7.355432;9.536743e-07
879;7.356576;7.356569;9.536743e-07
880;7.357713;7.357706;9.536743e-07
881;7.358848;7.358841;9.536743e-07
882;7.359982;7.359975;9.536743e-07
883;7.361114;7.361107;9.536743e-07
884;7.362245;7.362239;8.34465e-07
885;7.363375;7.363369;9.536743e-07
886;7.364504;7.364497;9.536743e-07
887;7.365631;7.365624;9.536743e-07
888;7.366757;7.366751;9.536743e-07
889;7.367882;7.367876;9.536743e-07
890;7.369006;7.368999;8.34465e-07
891;7.370128;7.370122;8.34465e-07
892;7.371249;7.371243;9.536743e-07
893;7.372369;7.372362;9.536743e-07
894;7.373487;7.373481;9.536743e-07
895;7.374605;7.374599;8.34465e-07
896;7.375721;7.375714;9.536743e-07
897;7.376836;7.376829;9.536743e-07
898;7.377949;7.377943;8.34465e-07
899;7.379062;7.379055;9.536743e-07
900;7.380173;7.380166;9.536743e-07
901;7.381283;7.381276;9.536743e-07
902;7.382391;7.382385;9.536743e-07
903;7.383499;7.383492;9.536743e-07
904;7.384605;7.384598;9.536743e-07
905;7.38571;7.385704;8.34465e-07
906;7.386814;7.386807;8.34465e-07
907;7.387916;7.38791;8.34465e-07
908;7.389018;7.389011;9.536743e-07
909;7.390118;7.390111;8.34465e-07
910;7.391217;7.39121;9.536743e-07
911;7.392314;7.392308;9.536743e-07
912;7.393411;7.393404;9.536743e-07
913;7.394506;7.3945;9.536743e-07
914;7.3956;7.395594;9.536743e-07
915;7.396693;7.396687;9.536743e-07
916;7.397785;7.397779;8.34465e-07
917;7.398875;7.398869;8.34465e-07
918;7.399964;7.399958;8.34465e-07
919;7.401052;7.401046;8.34465e-07
920;7.40214;7.402133;9.536743e-07
921;7.403225;7.403219;9.536743e-07
922;7.40431;7.404304;9.536743e-07
923;7.405394;7.405387;9.536743e-07
924;7.406476;7.406469;9.536743e-07
925;7.407557;7.40755;9.536743e-07
926;7.408637;7.40863;9.536743e-07
927;7.409716;7.409709;9.536743e-07
928;7.410793;7.410787;9.536743e-07
929;7.41187;7.411863;9.536743e-07
930;7.412945;7.412938;9.536743e-07
931;7.414019;7.414012;9.536743e-07
932;7.415092;7.415085;9.536743e-07
933;7.416164;7.416157;9.536743e-07
934;7.417234;7.417228;9.536743e-07
935;7.418304;7.418297;9.536743e-07
936;7.419373;7.419365;9.536743e-07
937;7.42044;7.420433;9.536743e-07
938;7.421506;7.421499;9.536743e-07
939;7.422571;7.422564;9.536743e-07
940;7.423635;7.423628;9.536743e-07
941;7.424697;7.42469;9.536743e-07
942;7.425759;7.425752;9.536743e-07
943;7.426819;7.426812;9.536743e-07
944;7.427879;7.427872;9.536743e-07
945;7.428937;7.42893;9.536743e-07
946;7.429994;7.429987;9.536743e-07
947;7.43105;7.431043;9.536743e-07
948;7.432105;7.432098;9.536743e-07
949;7.433159;7.433152;9.536743e-07
950;7.434212;7.434204;1.072884e-06
951;7.435263;7.435256;1.072884e-06
952;7.436314;7.436306;1.072884e-06
953;7.437363;7.437356;1.072884e-06
954;7.438411;7.438404;1.072884e-06
955;7.439458;7.439451;1.072884e-06
956;7.440505;7.440497;1.072884e-06
957;7.441549;7.441542;1.072884e-06
958;7.442593;7.442585;1.072884e-06
959;7.443636;7.443628;1.072884e-06
960;7.444678;7.44467;1.072884e-06
961;7.445718;7.445711;1.072884e-06
962;7.446758;7.44675;1.072884e-06
963;7.447796;7.447789;1.072884e-06
964;7.448833;7.448826;1.072884e-06
965;7.44987;7.449862;9.536743e-07
966;7.450905;7.450898;9.536743e-07
967;7.451939;7.451931;1.072884e-06
968;7.452972;7.452965;9.536743e-07
969;7.454004;7.453997;9.536743e-07
970;7.455035;7.455028;9.536743e-07
971;7.456065;7.456058;9.536743e-07
972;7.457094;7.457087;9.536743e-07
973;7.458121;7.458114;9.536743e-07
974;7.459148;7.459141;9.536743e-07
975;7.460174;7.460166;9.536743e-07
976;7.461198;7.461191;9.536743e-07
977;7.462222;7.462215;9.536743e-07
978;7.463244;7.463237;9.536743e-07
979;7.464266;7.464259;9.536743e-07
980;7.465286;7.465279;9.536743e-07
981;7.466306;7.466299;9.536743e-07
982;7.467324;7.467317;9.536743e-07
983;7.468341;7.468334;9.536743e-07
984;7.469357;7.46935;9.536743e-07
985;7.470373;7.470366;8.34465e-07
986;7.471387;7.47138;9.536743e-07
987;7.4724;7.472393;9.536743e-07
988;7.473413;7.473405;9.536743e-07
989;7.474423;7.474416;9.536743e-07
990;7.475433;7.475427;8.34465e-07
991;7.476442;7.476436;8.34465e-07
992;7.47745;7.477444;8.34465e-07
993;7.478457;7.478451;8.34465e-07
994;7.479464;7.479457;8.34465e-07
995;7.480469;7.480462;9.536743e-07
996;7.481473;7.481466;9.536743e-07
997;7.482476;7.482469;9.536743e-07
998;7.483478;7.483471;8.34465e-07
999;7.484478;7.484472;8.34465e-07
1000;7.485478;7.485472;8.34465e-07
1001;7.486477;7.486471;8.34465e-07
1002;7.487475;7.487469;8.34465e-07
1003;7.488472;7.488466;8.34465e-07
1004;7.489469;7.489462;8.34465e-07
1005;7.490464;7.490457;8.34465e-07
1006;7.491458;7.491451;9.536743e-07
1007;7.492451;7.492444;9.536743e-07
1008;7.493443;7.493436;1.072884e-06
1009;7.494434;7.494427;9.536743e-07
1010;7.495424;7.495417;9.536743e-07
1011;7.496413;7.496406;9.536743e-07
1012;7.497401;7.497394;9.536743e-07
1013;7.498388;7.498381;9.536743e-07
1014;7.499374;7.499368;8.34465e-07
1015;7.50036;7.500353;8.34465e-07
1016;7.501344;7.501337;8.34465e-07
1017;7.502327;7.50232;8.34465e-07
1018;7.503309;7.503303;8.34465e-07
1019;7.504291;7.504284;8.34465e-07
1020;7.505271;7.505264;8.34465e-07
1021;7.50625;7.506244;8.34465e-07
1022;7.507229;7.507223;8.34465e-07
1023;7.508206;7.5082;8.34465e-07
1024;7.509183;7.509176;8.34465e-07
1025;7.510159;7.510152;8.34465e-07
1026;7.511133;7.511127;8.34465e-07
1027;7.512107;7.512101;8.34465e-07
1028;7.51308;7.513073;8.34465e-07
1029;7.514051;7.514045;8.34465e-07
1030;7.515022;7.515016;8.34465e-07
1031;7.515992;7.515986;8.34465e-07
1032;7.516961;7.516955;8.34465e-07
1033;7.517929;7.517923;8.34465e-07
1034;7.518896;7.51889;8.34465e-07
1035;7.519862;7.519856;8.34465e-07
1036;7.520827;7.520822;7.152557e-07
1037;7.521791;7.521786;7.152557e-07
1038;7.522755;7.522749;7.152557e-07
1039;7.523717;7.523712;7.152557e-07
1040;7.524678;7.524673;7.152557e-07
1041;7.525639;7.525634;7.152557e-07
1042;7.526599;7.526593;7.152557e-07
1043;7.527558;7.527552;7.152557e-07
1044;7.528516;7.52851;8.34465e-07
1045;7.529473;7.529467;8.34465e-07
1046;7.530429;7.530423;8.34465e-07
1047;7.531384;7.531378;8.34465e-07
1048;7.532338;7.532332;8.34465e-07
1049;7.533291;7.533285;8.34465e-07
1050;7.534244;7.534238;7.152557e-07
1051;7.535195;7.535189;7.152557e-07
1052;7.536145;7.53614;7.152557e-07
1053;7.537095;7.537089;7.152557e-07
1054;7.538044;7.538038;7.152557e-07
1055;7.538992;7.538986;8.34465e-07
1056;7.539939;7.539933;8.34465e-07
1057;7.540885;7.540879;7.152557e-07
1058;7.54183;7.541824;7.152557e-07
1059;7.542774;7.542768;7.152557e-07
1060;7.543717;7.543712;7.152557e-07
1061;7.54466;7.544654;7.152557e-07
1062;7.545602;7.545596;7.152557e-07
1063;7.546543;7.546537;7.152557e-07
1064;7.547482;7.547477;7.152557e-07
1065;7.548421;7.548416;7.152557e-07
1066;7.549359;7.549354;7.152557e-07
1067;7.550296;7.550291;7.152557e-07
1068;7.551233;7.551228;7.152557e-07
1069;7.552168;7.552163;7.152557e-07
1070;7.553103;7.553097;7.152557e-07
1071;7.554037;7.554031;7.152557e-07
1072;7.554969;7.554964;7.152557e-07
1073;7.555901;7.555896;7.152557e-07
1074;7.556832;7.556827;7.152557e-07
1075;7.557763;7.557757;7.152557e-07
1076;7.558692;7.558687;7.152557e-07
1077;7.55962;7.559615;7.152557e-07
1078;7.560548;7.560543;7.152557e-07
1079;7.561475;7.56147;7.152557e-07
1080;7.562401;7.562396;7.152557e-07
1081;7.563326;7.563321;7.152557e-07
1082;7.56425;7.564245;7.152557e-07
1083;7.565173;7.565168;5.960464e-07
1084;7.566096;7.566091;7.152557e-07
1085;7.567018;7.567012;7.152557e-07
1086;7.567938;7.567933;7.152557e-07
1087;7.568858;7.568853;7.152557e-07
1088;7.569777;7.569772;7.152557e-07
1089;7.570696;7.570691;7.152557e-07
1090;7.571613;7.571608;7.152557e-07
1091;7.57253;7.572525;7.152557e-07
1092;7.573445;7.573441;5.960464e-07
1093;7.57436;7.574355;7.152557e-07
1094;7.575274;7.575269;7.152557e-07
1095;7.576188;7.576182;7.152557e-07
1096;7.5771;7.577095;5.960464e-07
1097;7.578012;7.578007;5.960464e-07
1098;7.578922;7.578918;5.960464e-07
1099;7.579832;7.579827;5.960464e-07
1100;7.580741;7.580736;7.152557e-07
1101;7.58165;7.581645;7.152557e-07
1102;7.582557;7.582552;7.152557e-07
1103;7.583464;7.583459;5.960464e-07
1104;7.58437;7.584364;7.152557e-07
1105;7.585275;7.585269;7.152557e-07
1106;7.586179;7.586174;5.960464e-07
1107;7.587082;7.587077;5.960464e-07
1108;7.587985;7.58798;5.960464e-07
1109;7.588886;7.588881;5.960464e-07
1110;7.589787;7.589782;5.960464e-07
1111;7.590687;7.590683;5.960464e-07
1112;7.591587;7.591581;7.152557e-07
1113;7.592485;7.59248;5.960464e-07
1114;7.593383;7.593378;7.152557e-07
1115;7.59428;7.594275;7.152557e-07
1116;7.595176;7.59517;7.152557e-07
1117;7.596071;7.596066;5.960464e-07
1118;7.596965;7.59696;7.152557e-07
1119;7.597859;7.597854;5.960464e-07
1120;7.598752;7.598747;5.960464e-07
1121;7.599644;7.599639;5.960464e-07
1122;7.600535;7.60053;5.960464e-07
1123;7.601425;7.601421;5.960464e-07
1124;7.602315;7.60231;5.960464e-07
1125;7.603204;7.603199;5.960464e-07
1126;7.604092;7.604087;5.960464e-07
1127;7.604979;7.604974;5.960464e-07
1128;7.605865;7.605861;5.960464e-07
1129;7.606751;7.606747;5.960464e-07
1130;7.607636;7.607632;5.960464e-07
1131;7.608521;7.608516;5.960464e-07
1132;7.609404;7.609399;5.960464e-07
1133;7.610287;7.610282;5.960464e-07
1134;7.611168;7.611164;5.960464e-07
1135;7.61205;7.612045;5.960464e-07
1136;7.61293;7.612925;5.960464e-07
1137;7.613809;7.613805;5.960464e-07
1138;7.614688;7.614684;5.960464e-07
1139;7.615566;7.615561;5.960464e-07
1140;7.616443;7.616439;5.960464e-07
1141;7.61732;7.617315;5.960464e-07
1142;7.618195;7.618191;5.960464e-07
1143;7.61907;7.619066;5.960464e-07
1144;7.619944;7.61994;5.960464e-07
1145;7.620818;7.620813;5.960464e-07
1146;7.62169;7.621686;5.960464e-07
1147;7.622562;7.622558;5.960464e-07
1148;7.623433;7.623429;5.960464e-07
1149;7.624303;7.624299;5.960464e-07
1150;7.625173;7.625169;5.960464e-07
1151;7.626042;7.626038;5.960464e-07
1152;7.62691;7.626905;5.960464e-07
1153;7.627777;7.627773;5.960464e-07
1154;7.628644;7.628639;5.960464e-07
1155;7.629509;7.629505;5.960464e-07
1156;7.630374;7.63037;5.960464e-07
1157;7.631239;7.631235;5.960464e-07
1158;7.632102;7.632098;5.960464e-07
1159;7.632965;7.632961;5.960464e-07
1160;7.633827;7.633823;5.960464e-07
1161;7.634688;7.634684;5.960464e-07
1162;7.635549;7.635545;5.960464e-07
1163;7.636409;7.636405;5.960464e-07
1164;7.637268;7.637264;5.960464e-07
1165;7.638126;7.638122;5.960464e-07
1166;7.638984;7.63898;5.960464e-07
1167;7.639841;7.639837;5.960464e-07
1168;7.640697;7.640693;5.960464e-07
1169;7.641553;7.641548;5.960464e-07
1170;7.642407;7.642403;5.960464e-07
1171;7.643261;7.643257;5.960464e-07
1172;7.644114;7.64411;5.960464e-07
1173;7.644967;7.644963;5.960464e-07
1174;7.645819;7.645814;5.960464e-07
1175;7.64667;7.646666;5.960464e-07
1176;7.64752;7.647516;5.960464e-07
1177;7.64837;7.648365;5.960464e-07
1178;7.649219;7.649214;5.960464e-07
1179;7.650067;7.650063;5.960464e-07
1180;7.650914;7.65091;5.960464e-07
1181;7.651761;7.651757;5.960464e-07
1182;7.652607;7.652603;5.960464e-07
1183;7.653452;7.653448;5.960464e-07
1184;7.654297;7.654293;5.960464e-07
1185;7.655141;7.655137;5.960464e-07
1186;7.655984;7.65598;5.960464e-07
1187;7.656826;7.656822;5.960464e-07
1188;7.657668;7.657664;5.960464e-07
1189;7.658509;7.658505;5.960464e-07
1190;7.659349;7.659346;4.768372e-07
1191;7.660189;7.660185;5.960464e-07
1192;7.661028;7.661024;4.768372e-07
1193;7.661866;7.661862;5.960464e-07
1194;7.662704;7.6627;4.768372e-07
1195;7.66354;7.663537;4.768372e-07
1196;7.664376;7.664372;4.768372e-07
1197;7.665212;7.665208;4.768372e-07
1198;7.666047;7.666043;4.768372e-07
1199;7.666881;7.666877;4.768372e-07
1200;7.667714;7.66771;4.768372e-07
1201;7.668547;7.668543;4.768372e-07
1202;7.669379;7.669374;5.960464e-07
1203;7.67021;7.670206;4.768372e-07
1204;7.671041;7.671037;4.768372e-07
1205;7.67187;7.671866;4.768372e-07
1206;7.672699;7.672696;4.768372e-07
1207;7.673528;7.673524;4.768372e-07
1208;7.674356;7.674352;4.768372e-07
1209;7.675183;7.675179;4.768372e-07
1210;7.676009;7.676005;4.768372e-07
1211;7.676835;7.676831;4.768372e-07
1212;7.67766;7.677656;4.768372e-07
1213;7.678484;7.678481;4.768372e-07
1214;7.679308;7.679305;4.768372e-07
1215;7.680131;7.680128;4.768372e-07
1216;7.680954;7.68095;4.768372e-07
1217;7.681775;7.681772;4.768372e-07
1218;7.682596;7.682592;4.768372e-07
1219;7.683416;7.683413;4.768372e-07
1220;7.684236;7.684233;4.768372e-07
1221;7.685055;7.685051;4.768372e-07
1222;7.685874;7.68587;4.768372e-07
1223;7.686691;7.686687;4.768372e-07
1224;7.687508;7.687504;4.768372e-07
1225;7.688324;7.688321;4.768372e-07
1226;7.68914;7.689137;4.768372e-07
1227;7.689955;7.689951;5.960464e-07
1228;7.69077;7.690765;5.960464e-07
1229;7.691583;7.691579;4.768372e-07
1230;7.692396;7.692392;4.768372e-07
1231;7.693209;7.693205;4.768372e-07
1232;7.69402;7.694016;4.768372e-07
1233;7.694831;7.694828;4.768372e-07
1234;7.695642;7.695638;4.768372e-07
1235;7.696451;7.696447;4.768372e-07
1236;7.69726;7.697257;4.768372e-07
1237;7.698069;7.698065;4.768372e-07
1238;7.698876;7.698873;4.768372e-07
1239;7.699684;7.69968;4.768372e-07
1240;7.70049;7.700487;4.768372e-07
1241;7.701296;7.701293;4.768372e-07
1242;7.702101;7.702097;4.768372e-07
1243;7.702906;7.702902;4.768372e-07
1244;7.70371;7.703706;4.768372e-07
1245;7.704513;7.704509;4.768372e-07
1246;7.705315;7.705312;4.768372e-07
1247;7.706117;7.706113;4.768372e-07
1248;7.706918;7.706915;4.768372e-07
1249;7.707719;7.707716;4.768372e-07
1250;7.708519;7.708516;4.768372e-07
1251;7.709318;7.709315;4.768372e-07
1252;7.710117;7.710114;4.768372e-07
1253;7.710915;7.710912;4.768372e-07
1254;7.711712;7.711709;4.768372e-07
1255;7.712509;7.712506;4.768372e-07
1256;7.713305;7.713302;4.768372e-07
1257;7.714101;7.714097;4.768372e-07
1258;7.714896;7.714892;4.768372e-07
1259;7.71569;7.715687;4.768372e-07
1260;7.716484;7.71648;4.768372e-07
1261;7.717277;7.717273;4.768372e-07
1262;7.718069;7.718066;4.768372e-07
1263;7.718861;7.718857;4.768372e-07
1264;7.719652;7.719648;4.768372e-07
1265;7.720442;7.720439;4.768372e-07
1266;7.721232;7.721229;4.768372e-07
1267;7.722022;7.722018;4.768372e-07
1268;7.72281;7.722806;4.768372e-07
1269;7.723598;7.723595;4.768372e-07
1270;7.724386;7.724382;4.768372e-07
1271;7.725173;7.725169;4.768372e-07
1272;7.725959;7.725955;4.768372e-07
1273;7.726744;7.72674;4.768372e-07
1274;7.727529;7.727525;4.768372e-07
1275;7.728313;7.72831;4.768372e-07
1276;7.729097;7.729094;4.768372e-07
1277;7.72988;7.729877;4.768372e-07
1278;7.730663;7.730659;4.768372e-07
1279;7.731445;7.731441;4.768372e-07
1280;7.732226;7.732222;4.768372e-07
1281;7.733006;7.733003;4.768372e-07
1282;7.733787;7.733783;4.768372e-07
1283;7.734566;7.734562;4.768372e-07
1284;7.735345;7.735341;4.768372e-07
1285;7.736123;7.736119;4.768372e-07
1286;7.736901;7.736897;5.960464e-07
1287;7.737678;7.737674;4.768372e-07
1288;7.738454;7.73845;4.768372e-07
1289;7.73923;7.739226;4.768372e-07
1290;7.740005;7.740001;4.768372e-07
1291;7.740779;7.740776;4.768372e-07
1292;7.741553;7.741549;4.768372e-07
1293;7.742327;7.742323;4.768372e-07
1294;7.7431;7.743096;4.768372e-07
1295;7.743872;7.743868;4.768372e-07
1296;7.744643;7.74464;4.768372e-07
1297;7.745414;7.74541;4.768372e-07
1298;7.746185;7.746181;4.768372e-07
1299;7.746954;7.746951;4.768372e-07
1300;7.747724;7.74772;4.768372e-07
1301;7.748492;7.748488;4.768372e-07
1302;7.74926;7.749257;4.768372e-07
1303;7.750028;7.750024;4.768372e-07
1304;7.750794;7.750791;4.768372e-07
1305;7.751561;7.751557;4.768372e-07
1306;7.752326;7.752323;4.768372e-07
1307;7.753092;7.753088;4.768372e-07
1308;7.753856;7.753852;4.768372e-07
1309;7.75462;7.754616;4.768372e-07
1310;7.755383;7.75538;4.768372e-07
1311;7.756146;7.756143;4.768372e-07
1312;7.756908;7.756905;4.768372e-07
1313;7.75767;7.757667;4.768372e-07
1314;7.758431;7.758428;4.768372e-07
1315;7.759192;7.759188;4.768372e-07
1316;7.759952;7.759948;4.768372e-07
1317;7.760711;7.760707;4.768372e-07
1318;7.761469;7.761466;4.768372e-07
1319;7.762228;7.762224;4.768372e-07
1320;7.762985;7.762982;4.768372e-07
1321;7.763742;7.763739;4.768372e-07
1322;7.764499;7.764495;4.768372e-07
1323;7.765254;7.765251;4.768372e-07
1324;7.76601;7.766006;4.768372e-07
